trunkId, totalCost, maxCost, totalIterations, maxIter, totalSlope, maxSlope, totalBranches, maxBranches, sumOfTempCosts, maximalAvgK, count, maxCostIterationsCount, maxCostBranchesCount, maxBranchesIterationsCount
2253,15.2333333333333,844,18,15,75,75,12,6,13.3666666666667,1,2,15,6,15
2551,7.31666666666667,178,16,7,37,31,21,10,4.08333333333333,1,3,3,10,3
1276,7.96666666666667,241,13,5,0,0,23,15,2.51666666666667,1.07142857142857,3,5,3,3
2903,8.78333333333333,271,18,8,28,17,15,6,1.53333333333333,1.2,3,3,5,8
344,8.36666666666667,251,22,12,42,24,6,3,4.25,1,2,10,3,10
26,2.2,132,6,6,48,48,3,3,1.43333333333333,1,1,6,3,6
235,12.85,348,18,7,10,10,21,8,7.86666666666667,1.33333333333333,3,5,8,7
2408,159.883333333333,9137,64,56,282,190,18,14,168.766666666667,1.33333333333333,2,56,14,56
898,1.4,84,6,6,9,9,3,3,0.65,1,1,6,3,6
1687,1.31666666666667,79,2,2,0,0,8,8,0,1,1,2,8,2
806,23.2166666666667,1218,9,7,65,65,34,23,11.95,1.15,2,2,23,2
1434,272.666666666667,14556,95,61,549,517,53,47,290.45,1.33333333333333,2,34,47,34
1843,4,240,4,4,0,0,10,10,0.0333333333333333,1,1,4,10,4
887,4.45,267,15,15,24,24,3,3,3.81666666666667,1.5,1,15,3,15
1528,2.78333333333333,89,10,6,20,12,8,4,1.63333333333333,1,2,6,4,4
4543,12.3166666666667,382,44,22,36,19,18,9,7.46666666666667,1,2,22,9,22
2353,7.71666666666667,251,25,13,13,13,9,6,1.76666666666667,1.2,2,12,3,13
339,3.23333333333333,194,3,3,2,2,4,4,0.283333333333333,1,1,3,4,3
1043,5.31666666666667,240,11,6,33,33,6,3,2.08333333333333,1,2,5,3,5
2310,2.8,96,11,6,0,0,23,13,0.966666666666667,1.11111111111111,2,6,13,6
4781,14.8833333333333,656,16,14,0,0,24,15,2.28333333333333,1.07142857142857,2,14,9,2
332,1.83333333333333,110,2,2,0,0,4,4,0,1,1,2,4,2
2161,298.05,11105,26,18,2373,1854,18,7,209.5,1.2,3,18,6,6
1693,10.8833333333333,653,21,21,23,23,4,4,2.26666666666667,1,1,21,4,21
925,5.46666666666667,211,6,3,2,2,26,14,0.95,1.16666666666667,2,3,12,3
2468,1.56666666666667,94,2,2,0,0,7,7,0,1,1,2,7,2
1009,3.16666666666667,108,6,4,8,8,12,9,1.35,1,2,2,9,2
730,3.5,106,8,5,0,0,26,14,1.73333333333333,1,2,3,14,3
1890,4.55,273,7,7,46,46,5,5,4.08333333333333,1,1,7,5,7
109,9.75,585,7,7,6,6,3,3,1.33333333333333,1.5,1,7,3,7
1872,1.7,102,6,6,0,0,4,4,1.25,1,1,6,4,6
2558,6.01666666666667,361,19,19,16,16,14,14,5.48333333333333,1,1,19,14,19
869,2.98333333333333,179,5,5,0,0,10,10,1.9,1,1,5,10,5
1921,2.61666666666667,157,4,4,15,15,5,5,1.95,1.25,1,4,5,4
2280,1.21666666666667,73,5,5,0,0,7,7,0.366666666666667,1,1,5,7,5
1168,3.11666666666667,187,4,4,64,64,8,8,2.28333333333333,1,1,4,8,4
3701,47.5666666666667,2854,14,14,214,214,13,13,45.7833333333333,1.2,1,14,13,14
685,1.56666666666667,94,3,3,0,0,7,7,1,1.16666666666667,1,3,7,3
2524,3.95,120,11,7,52,29,6,3,2.76666666666667,1,2,7,3,7
786,4.56666666666667,110,11,4,0,0,13,6,1.16666666666667,1,3,4,6,4
2563,2.16666666666667,130,2,2,0,0,4,4,1.33333333333333,1,1,2,4,2
137,4.28333333333333,162,17,9,22,19,16,9,3.2,1.28571428571429,2,8,9,8
1927,1.33333333333333,80,3,3,0,0,3,3,0.05,1,1,3,3,3
94,15.2833333333333,917,11,11,86,86,14,14,12.2333333333333,1.18181818181818,1,11,14,11
330,2.35,141,4,4,0,0,3,3,0.516666666666667,1,1,4,3,4
1498,4.93333333333333,142,9,4,0,0,13,5,2.03333333333333,1.33333333333333,3,4,5,4
348,1.01666666666667,61,2,2,0,0,3,3,0.85,1,1,2,3,2
1959,1.9,114,4,4,0,0,5,5,0.116666666666667,1,1,4,5,4
2497,3.61666666666667,217,2,2,0,0,5,5,0.783333333333333,1,1,2,5,2
812,2.53333333333333,82,7,5,0,0,8,4,0.633333333333333,1,2,5,4,2
491,101.916666666667,3074,104,53,0,0,11,6,1.51666666666667,1.2,2,51,6,51
1679,4.08333333333333,131,10,5,31,31,9,6,2.46666666666667,1,2,5,6,5
783,3.81666666666667,229,7,7,0,0,10,10,1.3,1,1,7,10,7
1790,3.65,120,6,3,0,0,6,3,2.28333333333333,1,2,3,3,3
61,1.1,66,9,9,6,6,10,10,0.35,1,1,9,10,9
1908,3.1,186,3,3,38,38,5,5,0.766666666666667,1,1,3,5,3
2933,5.23333333333333,314,6,6,0,0,11,11,1.1,1.5,1,6,11,6
1209,5.73333333333333,173,6,4,0,0,12,9,2.96666666666667,1,2,4,3,2
2530,4.41666666666667,199,4,2,0,0,9,5,0.45,1,2,2,4,2
2632,19.4833333333333,1055,43,41,24,24,9,6,14,1.2,2,41,3,2
1789,3.45,119,11,8,0,0,15,8,1.15,1.16666666666667,2,3,8,3
153,2.31666666666667,139,2,2,0,0,5,5,0.3,1,1,2,5,2
727,1.9,114,5,5,0,0,3,3,0.95,1,1,5,3,5
3279,2.46666666666667,148,2,2,0,0,14,14,0.35,1.07692307692308,1,2,14,2
655,2.61666666666667,157,5,5,42,42,4,4,1.88333333333333,1,1,5,4,5
852,2.38333333333333,77,6,3,0,0,7,4,1.5,1,2,3,4,3
755,2.85,96,5,3,0,0,12,8,2.23333333333333,1,2,2,8,2
1308,48.4,2359,42,35,182,115,62,50,36.8,1.16279069767442,2,35,50,35
3140,188.733333333333,11324,33,33,373,373,8,8,15.3833333333333,1.2,1,33,8,33
25,3.26666666666667,127,7,5,17,17,12,8,1.7,1.33333333333333,2,5,8,5
1387,12.7833333333333,767,17,17,43,43,7,7,17.2833333333333,1.4,1,17,7,17
361,5.76666666666667,346,5,5,135,135,9,9,6.33333333333333,1.125,1,5,9,5
607,5.06666666666667,207,12,6,53,27,6,3,2.58333333333333,1,2,6,3,6
2715,3.63333333333333,218,9,9,34,34,6,6,2.3,1.33333333333333,1,9,6,9
803,24.3333333333333,1460,14,14,212,212,22,22,25.3,1.13333333333333,1,14,22,14
1481,5.73333333333333,123,10,4,22,22,13,5,4.1,1.33333333333333,3,3,5,3
1274,5.7,342,3,3,0,0,17,17,1.75,1.13333333333333,1,3,17,3
1811,2.11666666666667,127,4,4,0,0,3,3,1.78333333333333,1.5,1,4,3,4
2279,4.85,291,6,6,228,228,9,9,0.6,1,1,6,9,6
432,3.31666666666667,199,3,3,0,0,15,15,2.75,1.15384615384615,1,3,15,3
212,4.36666666666667,262,7,7,0,0,3,3,0.9,1,1,7,3,7
1260,5.03333333333333,302,3,3,114,114,4,4,5,1.33333333333333,1,3,4,3
2299,5.58333333333333,335,5,5,28,28,6,6,1.66666666666667,1,1,5,6,5
868,10.45,482,11,6,80,68,17,10,3.5,1.125,2,5,7,6
2932,2.15,129,2,2,0,0,3,3,0.733333333333333,1,1,2,3,2
2565,1.3,78,2,2,0,0,3,3,0.233333333333333,1,1,2,3,2
282,2.85,171,8,8,0,0,6,6,2.9,1.25,1,8,6,8
1967,2.96666666666667,178,3,3,0,0,12,12,1.01666666666667,1.09090909090909,1,3,12,3
499,7.75,176,11,6,19,19,17,6,2.9,1,3,3,6,3
1512,2.66666666666667,160,3,3,55,55,3,3,2.33333333333333,1,1,3,3,3
2620,4.85,291,4,4,0,0,3,3,3.01666666666667,1,1,4,3,4
1282,2.23333333333333,134,4,4,13,13,3,3,2.06666666666667,1,1,4,3,4
606,2.53333333333333,152,8,8,8,8,15,15,1,1.07692307692308,1,8,15,8
1823,2.08333333333333,125,6,6,0,0,9,9,0.15,1,1,6,9,6
1681,4.45,267,5,5,0,0,7,7,1.11666666666667,1.16666666666667,1,5,7,5
1493,1.8,108,2,2,0,0,5,5,1,1,1,2,5,2
2367,1.4,84,3,3,0,0,8,8,0.183333333333333,1.14285714285714,1,3,8,3
1809,3.2,119,8,4,29,29,10,6,1.65,1.2,2,4,4,4
1151,1.01666666666667,61,2,2,0,0,11,11,0.15,1.1,1,2,11,2
2786,1.61666666666667,97,5,5,0,0,7,7,0.916666666666667,1.16666666666667,1,5,7,5
288,1.3,78,8,8,3,3,3,3,0.633333333333333,1,1,8,3,8
624,5.7,342,9,9,63,63,9,9,6.16666666666667,1.14285714285714,1,9,9,9
2285,22.65,1359,24,24,56,56,7,7,18.9833333333333,1,1,24,7,24
2624,3.81666666666667,229,5,5,44,44,13,13,3.28333333333333,1.08333333333333,1,5,13,5
2785,8.88333333333333,533,8,8,106,106,8,8,7.13333333333333,1.33333333333333,1,8,8,8
1028,60.4166666666667,3625,21,21,195,195,20,20,57.45,1.125,1,21,20,21
1619,3.51666666666667,211,9,9,8,8,5,5,0.716666666666667,1,1,9,5,9
1245,29.8833333333333,1793,21,21,88,88,9,9,23.4,1.33333333333333,1,21,9,21
73,7.95,477,7,7,43,43,10,10,2.41666666666667,1.28571428571429,1,7,10,7
430,1.53333333333333,92,9,9,0,0,7,7,0,1,1,9,7,9
2218,1.01666666666667,61,5,5,0,0,3,3,0.866666666666667,1,1,5,3,5
